Título,Colecciones,Descripción,Estado audiovisual,Fecha,ID,Localidad,Lugar específico,Miniatura,País,Provincia,Slogan,URL,Verificado,Video,Videoxxx
Cierre de la segunda jornada La Justicia en el Bicentenario,,,🔍 Buscar video,11/08/2010,CFK-20101108-01,,,,Argentina,Capital Federal,,,No,,
Declaraciones de la Presidenta tras emitir su voto en Santa Cruz,Conferencias de prensa y entrevistas,,🔍 Buscar video,14/08/2011,CFK-20110814-01,Río Gallegos,,,Argentina,Santa Cruz,,,No,,
"Visita a Viedma, Río Negro",,,🔍 Buscar video,15/10/2008,CFK-20081015-01,Viedma,,,Argentina,Río Negro,,,No,,
Conferencia de Prensa luego de la intervención Asamblea ONU,Conferencias de prensa y entrevistas,,🔍 Buscar video,24/09/2010,CFK-20100924-02,Nueva York,Sede de las Naciones Unidas,,Estados Unidos,,,,No,,
Inauguración de una Unidad de Pronta Atención en Lanús,,,🎥 Video disponible,25/10/2011,CFK-20111025-01,Lanús,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111025-01.mp4""",
Recorrida por las obras de la Casa del Teatro,,,🔍 Buscar video,31/08/2009,CFK-20090831-01,,Casa del Teatro,,Argentina,Capital Federal,,,No,,
Entrega de 1058 viviendas en Hurlingham,,,🔍 Buscar video,10/11/2008,CFK-20081110-01,Hurlingham,,,Argentina,Buenos Aires,,,No,,
Presentación del Programa Nacional de Agricultura Periurbana,,,🎥 Video disponible,13/10/2010,CFK-20101013-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101013-01.mp4""",
Encuentro Nacional de Jóvenes de la Agricultura Familiar,,,🔍 Buscar video,13/05/2009,CFK-20090513-01,,,,Argentina,Capital Federal,,,No,,
Conmemoración del Día de la Bandera,20 de junio,,🔍 Buscar video,20/06/2010,CFK-20100620-01,Rosario,Monumento nacional a la Bandera,,Argentina,Santa Fe,,,No,,
"Inauguración del Aeropuerto de Villa María y otras obras en la provincia de Córdoba ",,,🎥 Video disponible,15/06/2011,CFK-20110615-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110615-01.mp4""",
"Visita a Oberá, provincia de Misiones",,,🔍 Buscar video,09/09/2010,CFK-20100909-01,Oberá,,,Argentina,Misiones,,,No,,
"Clausura de la Cumbre Unión Europea, Latinoamérica y el Caribe",Cumbre América Latina y el Caribe - Unión Europea,,🔍 Buscar video,18/05/2010,CFK-20100518-06,Madrid,,,España,,,,No,,
Entrega de viviendas en la provincia de La Rioja,,,🔍 Buscar video,07/09/2009,CFK-20090907-01,La Rioja,,,Argentina,La Rioja,,,No,,
Inauguración Feria del Libro en Frankfurt,Viajes al exterior,,🎥 Video disponible,05/10/2010,CFK-20101005-02,Frankfurt,,,Alemania,,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101005-02.mp4""",
38º aniversario del triunfo electoral de Héctor Cámpora,Acto partidario,,🎥 Video disponible,11/03/2011,CFK-20110311-01,,Estadio Tomás Adolfo Ducó,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110311-01.mp4""",
Visita a la Casa del Teatro,,,🔍 Buscar video,19/05/2009,CFK-20090519-01,,Casa del Teatro,,Argentina,Capital Federal,,,No,,
"Visita a Ezeiza, Buenos Aires",,,🔍 Buscar video,20/06/2009,CFK-20090620-03,Ezeiza,,,Argentina,Buenos Aires,,,No,,
"Visita a Lanús, Buenos Aires",,,🔍 Buscar video,13/01/2010,CFK-20100113-02,Lanús,,,Argentina,Buenos Aires,,,No,,
"Anuncio de hallazgo de petróleo en Loma La Lata e inauguración de viviendas en Pilar, provincia de Buenos Aires",,,🎥 Video disponible,10/05/2011,CFK-20110510-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110510-01.mp4""",
"Almuerzo en honor al presidente de México, Felipe Calderón",Visitas de mandatarios extranjeros,,🔍 Buscar video,24/11/2008,CFK-20081124-01,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Declaraciones a la prensa en Victoria,Conferencias de prensa y entrevistas,,🔍 Buscar video,13/05/2010,CFK-20100513-01,Victoria,,,Argentina,Entre Ríos,,,No,,
"Inauguración de Jardín de Infantes en Quilmes, Buenos Aires",,,🔍 Buscar video,21/08/2009,CFK-20090821-01,Quilmes,,,Argentina,Buenos Aires,,,No,,
Despedida en la Plaza de Mayo,Acto partidario,,🎥 Video disponible,09/12/2015,CFK-20151209-02,,Plaza de Mayo,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\Jellyfin\2015\CFK-20151209-02.mp4""",
Homenaje a Néstor Kirchner en la Cumbre Iberoamericana,Cumbre Iberoamericana,,🔍 Buscar video,04/12/2010,CFK-20101204-02,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
"Declaraciones en Montevideo, Uruguay",Conferencias de prensa y entrevistas,,🔍 Buscar video,08/12/2009,CFK-20091208-01,Montevideo,,,Uruguay,,,,No,,
Acuerdo de precios con empresarios del sector de artículos de limpieza,,,🔍 Buscar video,02/10/2008,CFK-20081002-02,,Casa de Gobierno - Salón Norte,,Argentina,Capital Federal,,,No,,
Encuentro con intendentes de Córdoba,,,🔍 Buscar video,29/04/2009,CFK-20090429-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Visita a una fábrica de electrodomésticos en Ushuaia,,,🔍 Buscar video,24/04/2009,CFK-20090424-01,Ushuaia,,,Argentina,Tierra del Fuego Antártida e Islas del Atlántico Sur,,,No,,
Encuentro de mujeres militantes de la provincia de Buenos Aires,Acto partidario,,🔍 Buscar video,11/03/2009,CFK-20090311-01,Avellaneda,,,Argentina,Buenos Aires,,,No,,
Centro de Documentación Rápida en José C. Paz,,,🎥 Video disponible,14/12/2010,CFK-20101214-01,José C. Paz,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101214-01.mp4""",
Acto por el Día de la Lealtad,17 de octubre,,🔍 Buscar video,17/10/2009,CFK-20091017-01,La Plata,,,Argentina,Buenos Aires,,,No,,
Firma de convenios con empresas de la industria pesquera,,,🔍 Buscar video,03/12/2008,CFK-20081203-01,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Plan de renovación del parque automotor de taxis,,,🔍 Buscar video,12/12/2008,CFK-20081212-02,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Inauguración de la Fábrica de Computadoras Banghó, en Vicente López",,,🎥 Video disponible,25/04/2011,CFK-20110425-01,Vicente López,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110425-01.mp4""",
Acto de licitación de la autovía Pilar-Pergamino,,,🔍 Buscar video,20/07/2010,CFK-20100720-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Visita a la Universidad de La Matanza,Universidades Nacionales,,🔍 Buscar video,17/10/2008,CFK-20081017-01,La Matanza,,,Argentina,Buenos Aires,,,No,,
Primera sesión plenaria de la XVIII Cumbre Iberoamericana,Cumbre Iberoamericana,,🔍 Buscar video,30/10/2008,CFK-20081030-01,San Salvador,,,El Salvador,,,,No,,
Anuncio de medidas para el mantenimiento de la actividad económica y el empleo,,,🔍 Buscar video,19/03/2009,CFK-20090319-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Declaraciones al término del acto por Bicentenario de la Prefectura,,,🔍 Buscar video,30/06/2010,CFK-20100630-01,Zárate,,,Argentina,Buenos Aires,,,No,,
"Declaraciones en Washington, Estados Unidos",Conferencias de prensa y entrevistas,,🔍 Buscar video,15/11/2008,CFK-20081115-01,Washington,,,Argentina,,,,No,,
Conferencia de Prensa,Conferencias de prensa y entrevistas,,🎥 Video disponible,06/10/2010,CFK-20101006-02,Berlín,,,Alemania,,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101006-02.mp4""",
Almuerzo empresarial sobre oportunidades de negocios,Viajes al exterior,,🎥 Video disponible,17/01/2011,CFK-20110117-01,,,,Kuwait,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110117-01.mp4""",
Inauguración de Casa FOA,,,🔍 Buscar video,07/10/2008,CFK-20081007-01,Tigre,,,Argentina,Buenos Aires,,,No,,
Inauguración del ciclo lectivo de la Universidad Nacional de Avellaneda,Universidades Nacionales,,🎥 Video disponible,30/03/2011,CFK-20110330-01,Avellaneda,Universidad Nacional de Avellaneda,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110330-01.mp4""",
Congreso Metalúrgico del Bicentenario,,,🔍 Buscar video,02/06/2010,CFK-20100602-02,,,,Argentina,Capital Federal,,,No,,
Declaraciones al término de la reunión sindical internacional en Vancouver,Conferencias de prensa y entrevistas,,🔍 Buscar video,25/06/2010,CFK-20100625-01,Vancouver,,,Canadá,,,,No,,
Acto de recepción de los integrantes del Consejo de Seguridad de UNASUR,UNASUR,,🎥 Video disponible,26/05/2011,CFK-20110526-02,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110526-02.mp4""",
Implementación del programa Bosques Nativos,,,🔍 Buscar video,03/11/2009,CFK-20091103-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Firma de acuerdos con la presidenta Bachelet,Viajes al exterior,,🔍 Buscar video,05/12/2008,CFK-20081205-03,Punta Arenas,,,Chile,,,,No,,
Declaraciones en Madrid,Conferencias de prensa y entrevistas,,🔍 Buscar video,17/05/2010,CFK-20100517-06,Madrid,,,España,,,,No,,
"Cena ofrecida en honor a la presidenta por el líder de la revolución de Libia, Muammar Ghaddafi",Viajes al exterior,,🔍 Buscar video,21/11/2008,CFK-20081121-01,Trípoli,,,Libia,,,,No,,
Almuerzo ofrecido en honor al príncipe Felipe de Bélgica,Visitas de mandatarios extranjeros,,🔍 Buscar video,07/10/2008,CFK-20081007-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Declaraciones al salir de la Universidad de Columbia,Conferencias de prensa y entrevistas,,🔍 Buscar video,21/09/2009,CFK-20090921-01,Nueva York,Universidad de Columbia,,Estados Unidos,,,,No,,
Cumbre de Alcaldes en Mar del Plata,,,🔍 Buscar video,02/09/2009,CFK-20090902-05,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Acto de la Juventud Peronista en el Luna Park,Acto partidario,,🔍 Buscar video,14/09/2010,CFK-20100914-01,,Estadio Luna Park,,Argentina,Capital Federal,,,No,,
Entrega de viviendas en Vedia,,,🔍 Buscar video,07/04/2010,CFK-20100407-02,Vedia,,,Argentina,Buenos Aires,,,No,,
Conferencia de prensa de la Presidenta al término de la VI Cumbre ALC-UE,Conferencias de prensa y entrevistas,,🔍 Buscar video,18/05/2010,CFK-20100518-03,Madrid,,,España,,,,No,,
Celebración del Día del Camionero,,,🔍 Buscar video,15/12/2009,CFK-20091215-02,,Estadio José Amalfitani,,Argentina,Capital Federal,,,No,,
Inauguración de la planta productora de EPO de Zeltek,,,🔍 Buscar video,06/10/2009,CFK-20091006-01,Santa Fe,,,Argentina,Santa Fe,,,No,,
"Lanzamiento de la última etapa del programa Trabajo Registrado Digital - Control en Tiempo Real ",,,🎥 Video disponible,26/01/2011,CFK-20110126-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110126-01.mp4""",
Declaraciones en Quilmes al término del acto de entrega de becas,,,🔍 Buscar video,21/04/2009,CFK-20090421-03,Quilmes,,,Argentina,Buenos Aires,,,No,,
"Anuncio del plan de renovación para bicicletas, utilitarios y camiones",,,🔍 Buscar video,24/02/2009,CFK-20090224-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Inauguración del Parque Industrial de La Matanza,,,🔍 Buscar video,07/04/2009,CFK-20090407-03,La Matanza,,,Argentina,Buenos Aires,,,No,,
"Inauguración de un club de Río Gallegos, provincia de Santa Cruz",,,🎥 Video disponible,23/03/2011,CFK-20110323-02,Río Gallegos,,,Argentina,Santa Cruz,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110323-02.mp4""",
Acto por Desendeudamiento de Provincias,,,🔍 Buscar video,23/06/2010,CFK-20100623-02,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Anuncio de convenios para el sector agroindustrial en Entre Ríos,,,🔍 Buscar video,29/09/2009,CFK-20090929-01,Paraná,,,Argentina,Entre Ríos,,,No,,
"Inauguración de la escuela media N°14 en Morón, Buenos Aires",,,🔍 Buscar video,27/10/2008,CFK-20081027-01,Morón,,,Argentina,Buenos Aires,,,No,,
Nueva reglamentación Cuota Hilton,,,🔍 Buscar video,16/07/2009,CFK-20090716-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Consejo Nacional del Salario Mínimo, Vital y Móvil",,,🔍 Buscar video,05/08/2010,CFK-20100805-06,,Ministerio de Trabajo,,Argentina,Capital Federal,,,No,,
"Inauguración de la ampliación del Puerto Caleta Paula, Santa Cruz ",,,🎥 Video disponible,03/10/2011,CFK-20111003-01,Caleta Olivia,,,Argentina,Santa Cruz,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111003-01.mp4""",
Firma de acuerdo de Promoción del Diálogo Social en la Industria Minera,,,🎥 Video disponible,09/12/2010,CFK-20101209-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101209-01.mp4""",
Firma de convenio para la pavimentación de varias arterias y otras de infraestructura,,,🔍 Buscar video,03/11/2008,CFK-20081103-01,Merlo,,,Argentina,Buenos Aires,,,No,,
Apertura del 127° período de sesiones ordinarias del Congreso,Asunciones y apertura de sesiones,,🔍 Buscar video,01/03/2009,CFK-20090301-01,,Congreso de la Nación,https://www.lapoliticaonline.com/files/image/1/1388/5271262e00fc2_940_529!.jpg?s=90f004e6ce6702c0a045326e4498040d&d=1752673372,Argentina,Capital Federal,,https://goo.su/kidwH5a,No,,https://goo.su/kidwH5a
Visita a la cooperativa Mataderos,,,🔍 Buscar video,17/03/2010,CFK-20100317-01,,,,Argentina,Capital Federal,,,No,,
"Visita a La Matanza, Buenos Aires",,,🔍 Buscar video,10/09/2008,CFK-20080910-01,La Matanza,,,Argentina,Buenos Aires,,,No,,
Cena ofrecida en honor de la Presidenta en la República de la India,Viajes al exterior,,🔍 Buscar video,14/10/2009,CFK-20091014-01,Nueva Delhi,,,India,,,,No,,
Cena de la Cámara de Viajes y Turismo,,,🎥 Video disponible,13/03/2011,CFK-20110313-01,Comodoro Rivadavia,,,Argentina,Chubut,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110313-01.mp4""",
Anuncio de convenio para formación de agentes sanitarios,,,🔍 Buscar video,07/10/2009,CFK-20091007-02,,Casa de Gobierno - Salón de los Científicos,,Argentina,Capital Federal,,,No,,
Presentación del Programa Parques Industriales,,,🔍 Buscar video,08/06/2010,CFK-20100608-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Declaraciones a la prensa en Ginebra, Suiza",Conferencias y disertaciones,,🔍 Buscar video,15/06/2009,CFK-20090615-01,Ginebra,,,Suiza,,,,No,,
Visita a Altos de Podestá,,,🔍 Buscar video,15/06/2010,CFK-20100615-01,Tres de Febrero,,,Argentina,Buenos Aires,,,No,,
"Declaraciones a la prensa después de visitar cooperativas en Avellaneda, Buenos Aires",Conferencias de prensa y entrevistas,,🔍 Buscar video,08/01/2010,CFK-20100108-02,Avellaneda,,,Argentina,Buenos Aires,,,No,,
Declaraciones tras la visita al Centro Germinal Biotech,Conferencias de prensa y entrevistas,,🔍 Buscar video,10/06/2010,CFK-20100610-05,Marcos Paz,,,Argentina,Buenos Aires,,,No,,
Declaraciones en Tigre,Conferencias de prensa y entrevistas,,🔍 Buscar video,30/08/2010,CFK-20100830-02,Tigre,,,Argentina,Buenos Aires,,,No,,
Presentación del Plan Estratégico Industrial,,,🎥 Video disponible,24/02/2011,CFK-20110224-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110224-01.mp4""",
Inauguración de la plaza “Declaración universal de los Derechos Humanos” y entrega de los premios Azucena Villaflor,Día de los Derechos Humanos,,🔍 Buscar video,18/12/2008,CFK-20081218-02,,Ex ESMA,,Argentina,Capital Federal,,,No,,
Presentación del Programa de generación eléctrica con fuentes renovables,,,🔍 Buscar video,20/05/2009,CFK-20090520-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Firma de convenios de obra pública para la provincia de Entre Ríos,,,🔍 Buscar video,16/02/2009,CFK-20090216-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Acto en el parque industrial de Frías, Santiago del Estero",,,🔍 Buscar video,16/12/2009,CFK-20091216-01,Frías,,,Argentina,Santiago del Estero,,,No,,
"Visita a Asunción, Paraguay",Viajes al exterior,,🔍 Buscar video,24/07/2009,CFK-20090724-02,Asunción,,,Paraguay,,,,No,,
"Almuerzo ofrecido en honor al presidente de Bulgaria, Georgi Parvanov",Visitas de mandatarios extranjeros,,🔍 Buscar video,11/11/2008,CFK-20081111-01,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
"Firma de acuerdo con la industria láctea, Villa María, Córdoba",,,🔍 Buscar video,30/07/2009,CFK-20090730-01,Villa María,,,Argentina,Córdoba,,,No,,
"Declaraciones junto a José Mujica, en Olivos",Visitas de mandatarios extranjeros,,🔍 Buscar video,28/04/2010,CFK-20100428-02,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Elevación a la cota definitiva de Yacyretá,,,🎥 Video disponible,25/02/2011,CFK-20110225-02,Posadas,,,Argentina,Misiones,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110225-02.mp4""",
"Visita al hospital de Quilmes, Buenos Aires",,,🔍 Buscar video,05/11/2009,CFK-20091105-01,Quilmes,,,Argentina,Buenos Aires,,,No,,
Declaraciones a la prensa durante la visita a la planta de IVECO en Córdoba,Conferencias de prensa y entrevistas,,🔍 Buscar video,22/10/2009,CFK-20091022-02,Córdoba,,,Argentina,Córdoba,,,No,,
"Apertura de la XX Cumbre Iberoamericana, Mar del Plata",Cumbre Iberoamericana,,🔍 Buscar video,03/12/2010,CFK-20101203-03,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Firma de convenio de cooperación en la Asignación Familiar por Hijo con distintas provincias,,,🔍 Buscar video,12/11/2009,CFK-20091112-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Reunión con legisladores nacionales,Acto partidario,,🔍 Buscar video,29/07/2009,CFK-20090729-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Visita a Mar Chiquita, provincia de Buenos Aires",,,🎥 Video disponible,15/12/2010,CFK-20101215-01,Mar Chiquita,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101215-01.mp4""",
Entrega de motocicletas para Gendarmería Nacional,,,🔍 Buscar video,17/06/2009,CFK-20090617-04,,,,Argentina,Capital Federal,,,No,,
Colocación del busto del presidente Héctor Cámpora en el Salón de los Bustos de la Casa de Gobierno,,,🔍 Buscar video,13/11/2008,CFK-20081113-01,,Casa de Gobierno - Galería de Bustos Presidenciales,,Argentina,Capital Federal,,,No,,
Homenaje a monseñor Angelelli en La Rioja,Homenajes y conmemoraciones,,🔍 Buscar video,04/08/2010,CFK-20100804-01,Famatina,,,Argentina,La Rioja,,,No,,
Entrega de aportes en el marco del Programa Para Desarrollo de Parques Industriales,,,🔍 Buscar video,08/02/2011,CFK-20110208-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Clausura del Seminario económico en Nueva Delhi,Viajes al exterior,,🔍 Buscar video,14/10/2009,CFK-20091014-02,Nueva Delhi,,,India,,,,No,,
Firma del Plan Canje para electrodomésticos,,,🔍 Buscar video,29/01/2009,CFK-20090129-02,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
III Foro de Alianza de Civilizaciones,Conferencias y disertaciones,,🔍 Buscar video,28/05/2010,CFK-20100528-06,Rìo de Janeiro,,,Brasil,,,,No,,
Cierre de la XI asamblea ordinaria de la Cámara Interamericana de Transporte,Conferencias y disertaciones,,🔍 Buscar video,06/03/2009,CFK-20090306-02,,,,Argentina,Capital Federal,,,No,,
"194° aniversario de la declaración de la independencia ",9 de julio,,🎥 Video disponible,09/07/2010,CFK-20100709-02,San Miguel de Tucumán,,,Argentina,Tucumán,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20100709-02.mp4""",
"Almuerzo en Brasilia, Brasil",Viajes al exterior,,🔍 Buscar video,18/11/2009,CFK-20091118-01,Brasilia,,,Argentina,,,,No,,
"Declaraciones luego de la intervención en la Cumbre del Grupo Río, en Cancún",Grupo de Río,,🔍 Buscar video,22/02/2010,CFK-20100222-01,Cancún,,,México,,,,No,,
Inauguración de obras del gasoducto submarino en el Estrecho de Magallanes,,,🔍 Buscar video,15/03/2010,CFK-20100315-02,Ushuaia,,,Argentina,Tierra del Fuego Antártida e Islas del Atlántico Sur,,,No,,
"Conferencia de prensa en el hospital Abete de Malvinas Argentinas, Buenos Aires",,,🔍 Buscar video,03/07/2009,CFK-20090703-01,Malvinas Argentinas,,,Argentina,Buenos Aires,,,No,,
Desarrollo de Mercados concentradores regionales,,,🎥 Video disponible,09/02/2011,CFK-20110209-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110209-01.mp4""",
"Inauguración de una planta de biodiesel en Puerto San Martín, Santa Fe",,,🎥 Video disponible,19/07/2011,CFK-20110719-01,"Puerto General San Martín, Santa Fe",,,Argentina,Santa Fe,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110719-01.mp4""",
XXXVIII Cumbre del MERCOSUR,MERCOSUR,,🔍 Buscar video,08/12/2009,CFK-20091208-02,Montevideo,,,Uruguay,,,,No,,
Visita al Centro Islámico,,,🔍 Buscar video,29/04/2009,CFK-20090429-02,,Centro Islámico de la República Argentina,,Argentina,Capital Federal,,,No,,
66° Asamblea de la Organización de las Naciones Unidas,,,🎥 Video disponible,21/09/2011,CFK-20110921-01,Nueva York,Sede de las Naciones Unidas,,Estados Unidos,,,https://goo.su/FMwTw,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110921-01.mp4""",https://goo.su/5ExPsx
Conferencia de prensa en la VI Cumbre ALC-UE,Conferencias de prensa y entrevistas,,🔍 Buscar video,17/05/2010,CFK-20100517-05,Madrid,,,España,,,,No,,
Firma de acta acuerdo en el marco de Programa Vitivinícola,,,🔍 Buscar video,29/06/2010,CFK-20100629-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Homenaje a Mercedes Sosa,Homenajes y conmemoraciones,,🔍 Buscar video,08/07/2010,CFK-20100708-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
"Declaraciones tras el lanzamiento del Programa Argentina trabaja, enseña y aprende",Conferencias de prensa y entrevistas,,🔍 Buscar video,21/10/2010,CFK-20101021-03,,,,Argentina,Capital Federal,,,No,,
Teleconferencia con Coronel Suarez y General Lamadrid,,,🔍 Buscar video,18/02/2009,CFK-20090218-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Visita a Andresito, Misiones",,,🔍 Buscar video,04/11/2008,CFK-20081104-01,Comandante Andresito,,,Argentina,Misiones,,,No,,
Inauguración de la muestra fotográfica El Dakar en Argentina,Viajes al exterior,,🎥 Video disponible,13/09/2011,CFK-20110913-01,Paris,,,Francia,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110913-01.mp4""",
Anuncios en  Tucumán,,,🔍 Buscar video,05/05/2009,CFK-20090505-01,,,,Argentina,Tucumán,,,No,,
Firma de convenio para la realización de obras públicas,,,🔍 Buscar video,28/01/2009,CFK-20090128-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Apertura de la XXXVII Cumbre de Presidentes del Mercosur,MERCOSUR,,🔍 Buscar video,24/07/2009,CFK-20090724-01,Asunción,,,Paraguay,,,,No,,
Visita a La Rioja,,,🔍 Buscar video,22/06/2009,CFK-20090622-03,La Rioja,,,Argentina,La Rioja,,,No,,
Presentación del Proyecto Ley de Ordenamiento Feriados Nacionales,,,🔍 Buscar video,13/09/2010,CFK-20100913-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Acto de recupero de la actividad y garantía de la paz social,,,🔍 Buscar video,28/07/2009,CFK-20090728-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Declaraciones a la prensa en Lomas de Zamora,Conferencias de prensa y entrevistas,,🔍 Buscar video,08/07/2009,CFK-20090708-01,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,,
Encuentro con funcionarios y empresarios Reino Arabia Saudita,Visitas de mandatarios extranjeros,,🔍 Buscar video,13/10/2010,CFK-20101013-03,,Casa de Gobierno - Salón Norte,,Argentina,Capital Federal,,,No,,
Declaraciones antes de partir de Caracas a Buenos Aires,Conferencias de prensa y entrevistas,,🔍 Buscar video,20/04/2010,CFK-20100420-01,Caracas,,,Venezuela,,,,No,,
Presentación del Programa de Actividades del Bicentenario,Bicentenario,,🔍 Buscar video,15/12/2009,CFK-20091215-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Celebración del día del maestro,,,🔍 Buscar video,11/09/2008,CFK-20080911-02,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Inauguración de un tomógrafo en el Hospital Churruca,,,🎥 Video disponible,01/11/2011,CFK-20111101-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111101-01.mp4""",
Visita Lomas de Zamora,,,🔍 Buscar video,21/04/2010,CFK-20100421-01,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,,
Cena ofrecida al empresariado egipcio y argentino en el marco de la misión comercial multisectorial,Viajes al exterior,,🔍 Buscar video,20/11/2008,CFK-20081120-01,El Cairo,,,Egipto,,,,No,,
Inauguración de la Autopista Rosario-Córdoba,,,🎥 Video disponible,22/12/2010,CFK-20101222-01,Leones,,,Argentina,Córdoba,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101222-01.mp4""",
Firma de acuerdos con Venezuela,Visitas de mandatarios extranjeros,,🔍 Buscar video,09/12/2009,CFK-20091209-02,,Casa de Gobierno - Salón Blanco,,Argentina,Capital Federal,,,No,,
